"index,N,9,0","county,C,80","state,C,80","area_cons_,N,24,15","area_count,N,24,15","Permil_Con,N,24,15",Percent_Co
33,Alfalfa,OK,0.00000000090988,0.000000230112637,3.95406431762215,0.395406431762215
34,Alger,MI,0.00000000003367,0.00000029707955,0.113337149976306,0.011333714997631
35,Allamakee,IA,0.000000000618635,0.000000189818609,3.2590865738141,0.32590865738141
36,Allamakee,WI,0.000000000000502,0.000000189818609,0.002644154676702,0.00026441546767
37,Allegan,MI,0.000000000733591,0.000000240753591,3.04705986777137,0.304705986777137
38,Allegany,MD,0.000000001397207,0.000000116103232,12.0341777884364,1.20341777884364
39,Allegany,NY,0.000000000577485,0.000000293446548,1.967939118773,0.1967939118773
40,Alleghany,NC,0.000000001417872,0.000000058274507,24.3309162411347,2.43309162411347
41,Alleghany,VA,0.000000003609439,0.000000118879557,30.3621473060725,3.03621473060725
42,Allegheny,PA,0.000000001005768,0.000000204185128,4.92576362500845,0.492576362500845
43,Allen,IN,0.000000000818672,0.000000184472785,4.43790194631972,0.443790194631972
44,Allen,KS,0.000000000071701,0.000000133993679,0.535104353945936,0.053510435394594
45,Allen,KY,0.000000000005779,0.000000093276063,0.061954888344193,0.006195488834419
46,Allen,LA,0.000000000595611,0.000000186754494,3.18927243009982,0.318927243009982
47,Allen,OH,0.000000000027185,0.000000112906173,0.240774768215712,0.024077476821571
48,Allendale,SC,0.000000001590633,0.000000103324508,15.3945391585762,1.53945391585763
49,Alpena,MI,0.000000000154167,0.000000179455164,0.859082194555399,0.08590821945554
50,Alpine,CA,0.000000000127233,0.00000019976793,0.63690276397323,0.063690276397323
51,Amador,CA,0.000000000739391,0.000000160868185,4.59625536366746,0.459625536366746
52,Amelia,VA,0.000000004374706,0.000000093924543,46.5768089990373,4.65768089990373
53,Amherst,VA,0.000000003681465,0.000000129811949,28.3599866332479,2.83599866332479
54,Anchorage,AK,0.000000000321536,0.000000804877467,0.399484784468878,0.039948478446888
55,Anderson,KS,0.000000000048041,0.000000155580274,0.308788966948684,0.030878896694868
56,Anderson,KY,0.000000000221642,0.000000052426144,4.22770672690965,0.422770672690965
57,Anderson,SC,0.000000000985798,0.000000193262259,5.10083121672156,0.510083121672156
58,Anderson,TN,0.000000000064188,0.000000086535634,0.741753934609041,0.074175393460904
59,Anderson,TX,0.000000001398445,0.000000265445398,5.26829738462181,0.526829738462181
60,Andrew,MO,0.000000000079792,0.000000118994026,0.670553942684344,0.067055394268434
61,Androscoggin,ME,0.000000001454335,0.000000144666487,10.0530217080912,1.00530217080912
62,Anne Arundel,MD,0.000000004834004,0.000000126159882,38.3164925859064,3.83164925859064
63,Anoka,MN,0.000000000010366,0.000000130752913,0.079279860141111,0.007927986014111
64,Anson,NC,0.000000000215868,0.000000139649164,1.54578711643556,0.154578711643556
65,Antelope,NE,0.000000000058748,0.00000024236206,0.242398286309203,0.02423982863092
66,Antrim,MI,0.00000000010235,0.000000165054465,0.620097439564201,0.06200974395642
67,Appanoose,IA,0.000000002822162,0.000000142613686,19.7888569285262,1.97888569285262
68,Appling,GA,0.000000000068676,0.000000127575974,0.538318004572171,0.053831800457217
69,Appomattox,VA,0.000000001664026,0.000000093941268,17.713475113617,1.7713475113617
70,Aransas,TX,0.000000000224621,0.000000109619563,2.04909249103017,0.204909249103017
71,Arapahoe,CO,0.000000001025734,0.000000216362098,4.74082137523841,0.474082137523841
72,Archuleta,CO,0.000000010766301,0.000000357702105,30.0985122433684,3.00985122433684
73,Arenac,MI,0.00000000042492,0.000000109616853,3.87640769993609,0.387640769993609
74,Arkansas,AR,0.000000000606399,0.000000265743733,2.28189300952336,0.228189300952336
75,Arlington,VA,0.000000000011302,0.000000007198711,1.57005331269177,0.157005331269177
76,Armstrong,PA,0.000000000031964,0.000000179572119,0.178000303845561,0.017800030384556
77,Armstrong,TX,0.000000000668949,0.000000233775998,2.86149475090595,0.286149475090595
78,Aroostook,ME,0.000000091648061,0.000002075901729,44.1485545173858,4.41485545173858
79,Ashe,NC,0.000000001500571,0.000000113190012,13.2570963358645,1.32570963358645
80,Ashland,OH,0.000000000966,0.000000118882477,8.12567357845058,0.812567357845058
81,Ashland,WI,0.000000000388791,0.000000318346735,1.22128157004457,0.122128157004456
82,Ashley,AR,0.000000000994926,0.000000237548726,4.18830111802488,0.418830111802488
83,Ashtabula,OH,0.000000002583559,0.000000199452888,12.9532312253346,1.29532312253346
84,Asotin,WA,0.000000000012423,0.000000192099352,0.064670250812564,0.006467025081256
85,Assumption,LA,0.000000000375618,0.00000008768006,4.28395684096642,0.428395684096642
86,Atchison,MO,0.00000000080645,0.000000154391832,5.22339843779264,0.522339843779264
87,Athens,OH,0.000000000175168,0.000000135239856,1.29523945285118,0.129523945285118
88,Atkinson,GA,0.000000001008434,0.000000084744661,11.8996787268822,1.18996787268822
89,Atlantic,NJ,0.000000000332643,0.000000163521562,2.03424645817599,0.203424645817599
90,Atoka,OK,0.000000000864617,0.000000251289497,3.4407219360814,0.34407219360814
91,Audrain,MO,0.000000000023021,0.000000181486392,0.126844511036346,0.012684451103635
91,Audrain,MO,0.000000000023021,0.000000188282422,0.122266074407216,0.012226607440722
92,Augusta,VA,0.000000009833762,0.000000257901027,38.1299832108962,3.81299832108962
92,Augusta,VA,0.000000009833762,0.000000228314134,43.0711917233205,4.30711917233205
93,Aurora,SD,0.000000000881605,0.000000206745886,4.26419793249586,0.426419793249586
94,Avery,NC,0.000000001075086,0.000000063397436,16.957871976329,1.6957871976329
95,Avoyelles,LA,0.000000007612948,0.000000213165805,35.7137374010286,3.57137374010286
96,Baca,CO,0.000000003367486,0.000000673095708,5.00298218080852,0.500298218080852
97,Bailey,TX,0.000000000404584,0.000000209463013,1.93152914775167,0.193152914775167
98,Baker,GA,0.00000000059494,0.000000085741874,6.93873693864146,0.693873693864146
99,Baker,OR,0.000000000442143,0.000000906638351,0.48767306879275,0.048767306879275
100,Baldwin,AL,0.000000002044507,0.000000413187668,4.94813066976747,0.494813066976747
101,Baldwin,GA,0.000000000008342,0.000000066841854,0.124794859820359,0.012479485982036
102,Ballard,KY,0.000000000585372,0.000000069728641,8.39499609210432,0.839499609210432
103,Baltimore,MD,0.000000020781579,0.000000024506555,848.000811364789,84.8000811364789
103,Baltimore,MD,0.000000020781579,0.000000174724835,118.938894843502,11.8938894843502
104,Bamberg,SC,0.000000000867108,0.000000100941666,8.59018724930732,0.859018724930732
105,Bandera,TX,0.000000000995834,0.000000190886031,5.21690174361951,0.521690174361951
106,Banks,GA,0.000000000006015,0.000000055118168,0.10912106486897,0.010912106486897
107,Bannock,ID,0.000000000134263,0.000000328495491,0.408721711852626,0.040872171185263
108,Baraga,MI,0.00000000060718,0.000000291156367,2.08540951422265,0.208540951422265
109,Barber,KS,0.000000000038137,0.000000298789585,0.127639386684006,0.012763938668401
110,Barbour,AL,0.000000000442488,0.000000222498194,1.9887275066189,0.19887275066189
111,Barbour,WV,0.000000000033771,0.000000096190022,0.351087575477892,0.035108757547789
112,Barnes,ND,0.000000004636156,0.000000459240669,10.0952652401592,1.00952652401592
113,Barnstable,MA,0.00000000285862,0.000000153419388,18.6327135271299,1.86327135271299
114,Barnwell,SC,0.000000000331977,0.000000137757952,2.40985981533996,0.240985981533996
115,Barron,WI,0.000000000617712,0.000000264630057,2.33424788642907,0.233424788642907
116,Barrow,GA,0.000000000035141,0.000000042258571,0.831570760708058,0.083157076070806
117,Barry,MI,0.000000000553264,0.000000164553361,3.36221335683088,0.336221335683087
118,Bartholomew,IN,0.000000000123131,0.000000111163285,1.10766296939442,0.110766296939442
119,Barton,KS,0.000000000127902,0.000000240736606,0.531293987508947,0.053129398750895
120,Barton,MO,0.000000000264685,0.000000156554783,1.69068385213392,0.169068385213392
121,Bartow,GA,0.000000000343961,0.000000121457917,2.83193628199877,0.283193628199877
122,Bastrop,TX,0.000000000255805,0.000000216961311,1.17903736227224,0.117903736227224
123,Bates,MO,0.000000000898593,0.000000231248956,3.8858271942605,0.38858271942605
124,Bath,KY,0.000000000115489,0.00000007649938,1.50966858676191,0.150966858676191
125,Bath,VA,0.000000012653935,0.000000143973405,87.8907776917365,8.78907776917365
126,Bay,FL,0.000000004143048,0.000000215988326,19.1818164337314,1.91818164337314
127,Bay,MI,0.000000000179227,0.000000134274095,1.33478782591593,0.133478782591593
128,Bayfield,WI,0.000000003142349,0.000000465349994,6.75265778140846,0.675265778140846
129,Beadle,SD,0.000000003037176,0.00000037072962,8.19242828032034,0.819242828032034
130,Bear Lake,ID,0.000000000823091,0.000000294127624,2.79841457727302,0.279841457727302
131,Beaufort,NC,0.000000001194591,0.000000248085547,4.81523618754536,0.481523618754536
132,Beaufort,SC,0.000000003431712,0.000000172927199,19.8448338295669,1.98448338295669
133,Beauregard,LA,0.000000000319796,0.000000282006463,1.13400062488763,0.113400062488763
134,Beaver,OK,0.000000000063564,0.000000474180364,0.134050034593686,0.013405003459369
135,Beaver,PA,0.000000000732795,0.000000122612199,5.97652627513526,0.597652627513526
136,Beaver,UT,0.000000000247281,0.000000693899957,0.356364729017741,0.035636472901774
137,Beaverhead,MT,0.000000054503833,0.000001639237362,33.2495063156577,3.32495063156577
138,Becker,MN,0.000000002357698,0.000000440287301,5.35490700951681,0.535490700951681
139,Bedford,PA,0.000000001087598,0.000000277145823,3.92427983286226,0.392427983286226
140,Bedford,TN,0.000000000114208,0.0000001228882,0.929363841726452,0.092936384172645
141,Bedford,VA,0.000000004300475,0.000000202253115,21.2628351952508,2.12628351952508
142,Bee,TX,0.000000000215527,0.000000209778553,1.02740165525208,0.102740165525208
143,Belknap,NH,0.000000005823598,0.000000138183155,42.1440515817549,4.21440515817549
143,Belknap,NH,0.000000005823598,0.000000287977309,20.2224196886475,2.02224196886475
144,Bell,KY,0.000000000055705,0.000000097122983,0.573556230657847,0.057355623065785
145,Bell,TX,0.000000000420479,0.00000026657536,1.57733738794877,0.157733738794877
146,Belmont,OH,0.000000000017075,0.000000145425604,0.117410619515323,0.011741061951532
147,Beltrami,MN,0.000000000283,0.000000950910136,0.297609116755792,0.029760911675579
148,Ben Hill,GA,0.000000001269757,0.000000062875016,20.1949437333538,2.01949437333538
149,Benewah,ID,0.000000000580099,0.000000239482914,2.42229836757416,0.242229836757415
150,Bennett,SD,0.000000000095503,0.000000342922246,0.278498304137059,0.027849830413706
151,Bennington,VT,0.000000006162222,0.00000019402582,31.7598053739543,3.17598053739543
152,Benson,ND,0.000000009856253,0.000000339072485,29.0682758853074,2.90682758853074
152,Benson,ND,0.000000009856253,0.00000044368016,22.2147696295115,2.22147696295115
153,Bent,CO,0.00000001610065,0.000000410957739,39.1783597898504,3.91783597898504
154,Benton,AR,0.000000000198274,0.000000231668255,0.855851126992196,0.08558511269922
155,Benton,IA,0.000000000183895,0.000000203466686,0.903811347373273,0.090381134737327
156,Benton,MN,0.000000000658499,0.000000121204181,5.43296974659939,0.543296974659939
157,Benton,MO,0.000000000213632,0.000000201121549,1.0622016979906,0.106220169799059
158,Benton,MS,0.000000000337117,0.000000103701668,3.25083281945428,0.325083281945428
159,Benton,OR,0.000000000747075,0.000000197580929,3.78110707554425,0.378110707554425
159,Benton,OR,0.000000000747075,0.000000676252583,1.1047272384191,0.11047272384191
160,Benton,WA,0.000000000935717,0.000000528260002,1.77131835196145,0.177131835196145
161,Benzie,MI,0.00000000030303,0.000000102528673,2.95556626364089,0.295556626364089
162,Bergen,NJ,0.000000000011299,0.000000066283924,0.170464781990825,0.017046478199082
163,Berkeley,MD,0.000000000131966,0.000000090372175,1.46024897574255,0.146024897574255
164,Berkeley,SC,0.000000013146371,0.000000305811717,42.9884485687725,4.29884485687725
165,Berkeley,WV,0.000000002066218,0.000000090372175,22.8634341052333,2.28634341052333
166,Berks,PA,0.000000024655285,0.000000236539344,104.2333347199,10.42333347199
167,Berkshire,MA,0.000000019571711,0.000000269066465,72.7393174691928,7.27393174691928
167,Berkshire,MA,0.000000019571711,0.000000155972397,125.481889062073,12.5481889062073
168,Bernalillo,NM,0.000000000101247,0.000000299282147,0.338298799416871,0.033829879941687
169,Berrien,GA,0.000000004198967,0.000000109805232,38.2401348633006,3.82401348633006
170,Berrien,MI,0.000000000391685,0.000000163405017,2.39702150846708,0.239702150846708
171,Bertie,NC,0.000000001138639,0.000000192672917,5.90969862098348,0.590969862098348
172,Bexar,TX,0.000000001341735,0.000000304053184,4.41282963316143,0.441282963316143
173,Bibb,AL,0.000000000441722,0.000000154592743,2.85732582240367,0.285732582240367
174,Bibb,GA,0.000000000697353,0.000000059582035,11.7040867657032,1.17040867657032
175,Bienville,LA,0.000000000540926,0.000000202436235,2.67208105087148,0.267208105087148
176,Big Horn,MT,0.000000000319024,0.000001496011331,0.213249998710474,0.021324999871047
177,Big Horn,WY,0.000000005837209,0.00000091265551,6.39585164890231,0.639585164890231
178,Big Stone,MN,0.000000014210738,0.000000155479257,91.3995751899525,9.13995751899525
179,Bingham,ID,0.000000000207389,0.000000608893425,0.340600568023579,0.034060056802358
180,Black Hawk,IA,0.0000000004582,0.000000163043779,2.81029089060811,0.281029089060811
181,Bladen,NC,0.000000003258085,0.000000222896052,14.6170612589444,1.46170612589444
182,Blaine,ID,0.000000016363069,0.000000763942211,21.4192498656197,2.14192498656197
183,Blaine,MT,0.000000008766708,0.000001328595489,6.5984780232474,0.659847802324739
184,Blaine,OK,0.00000000005364,0.000000242233837,0.22143853525007,0.022143853525007
185,Blair,PA,0.000000002431811,0.000000144352492,16.8463367344161,1.68463367344161
186,Blanco,TX,0.00000000198531,0.000000173431158,11.4472505661556,1.14472505661556
187,Bland,VA,0.000000001006728,0.000000091653672,10.9840489578233,1.09840489578233
188,Bledsoe,TN,0.000000000074783,0.000000103057017,0.725644923048662,0.072564492304866
189,Blount,AL,0.000000000057314,0.000000162718446,0.352229198746182,0.035222919874618
190,Blount,GA,0.000000000019788,0.000000162718446,0.121610032909595,0.012161003290959
191,Blount,TN,0.000000000011009,0.000000147196828,0.074792918844692,0.007479291884469
192,Blue Earth,MN,0.000000003654474,0.000000224151349,16.3035985037714,1.63035985037714
193,Bolivar,MS,0.000000004470907,0.000000225263046,19.8474935882506,1.98474935882506
194,Bollinger,MO,0.000000001011745,0.000000162894237,6.21105493197443,0.621105493197443
195,Bon Homme,SD,0.000000000135434,0.000000166060355,0.815571141600749,0.081557114160075
196,Bond,IL,0.0000000000657,0.00000010236856,0.641796945602256,0.064179694560226
197,Bonner,ID,0.000000004915476,0.000000602209415,8.16240282917206,0.816240282917206
198,Bonneville,ID,0.00000000309566,0.00000054462286,5.68404386166933,0.568404386166932
199,Boone,IA,0.000000000082858,0.000000161548611,0.512897518468534,0.051289751846853
200,Boone,IL,0.000000000293648,0.000000079775035,3.68095602508091,0.368095602508091
201,Boone,IN,0.00000000005327,0.000000115658397,0.46057797232414,0.046057797232414
202,Boone,KY,0.00000000018835,0.000000069071167,2.72689068018709,0.272689068018709
203,Boone,MO,0.000000000627501,0.000000186644497,3.36201254963571,0.336201254963571
204,Boone,NE,0.000000000383269,0.000000192205706,1.99405488781326,0.199405488781326
205,Bosque,TX,0.000000000069052,0.000000245611916,0.281140838973062,0.028114083897306
206,Bossier,LA,0.000000002503104,0.000000217874717,11.4887297130326,1.14887297130326
207,Botetourt,VA,0.000000004426855,0.000000142975626,30.9623019979951,3.09623019979951
208,Bottineau,ND,0.000000001467648,0.000000288680494,5.0839858217569,0.50839858217569
208,Bottineau,ND,0.000000001467648,0.000000531759465,2.75998385999989,0.275998385999989
209,Boulder,CO,0.000000012613931,0.000000198810168,63.4471112573731,6.34471112573731
210,Boundary,ID,0.000000005750692,0.000000404951064,14.2009549212267,1.42009549212267
211,Boundary,LA,0.000000000051861,0.000000404951064,0.128068175359181,0.012806817535918
212,Bourbon,KS,0.000000000188699,0.000000169257944,1.11486124353614,0.111486124353614
213,Bourbon,KY,0.000000003736555,0.000000078625308,47.5235668595338,4.75235668595338
214,Bowie,TX,0.00000000315059,0.000000235344245,13.3871547733901,1.33871547733901
215,Bowman,ND,0.000000000045172,0.000000351931065,0.128353697138209,0.012835369713821
216,Box Elder,UT,0.000000002278728,0.000001878720519,1.21291501186102,0.121291501186102
217,Boyle,KY,0.000000000515023,0.000000050750397,10.1481510806078,1.01481510806078
218,Bradford,PA,0.000000001027005,0.000000325550436,3.15467293872071,0.315467293872071
219,Bradley,AR,0.000000000044307,0.00000016310572,0.271647537322454,0.027164753732245
220,Bradley,TN,0.000000000231999,0.000000084853552,2.73411232284398,0.273411232284398
221,Branch,MI,0.000000000432206,0.000000145743093,2.96553414015054,0.296553414015054
222,Brantley,GA,0.000000001424436,0.00000011088838,12.845674045001,1.2845674045001
223,Brazoria,TX,0.000000005178488,0.000000359984507,14.3853085560936,1.43853085560936
224,Breckinridge,KY,0.000000000527827,0.000000156118265,3.3809410139775,0.33809410139775
225,Bremer,IA,0.000000001228564,0.000000125217428,9.81144513803345,0.981144513803345
226,Brevard,FL,0.000000007531834,0.000000307479198,24.4954262685591,2.44954262685591
227,Brewster,TX,0.000000005808549,0.000001498574849,3.87604893245333,0.387604893245333
228,Bristol,MA,0.000000007239926,0.000000170208081,42.5357345601445,4.25357345601445
228,Bristol,MA,0.000000007239926,0.000000207504322,34.8904817074094,3.48904817074094
229,Bristol,RI,0.000000000128092,0.000000011562536,11.0781966017878,1.10781966017878
230,Broadwater,MT,0.000000012699253,0.000000372623766,34.0806321143611,3.40806321143611
231,Bronx,NY,0.000000000000568,0.00000001767399,0.032135056853082,0.003213505685308
232,Brookings,SD,0.000000005332213,0.000000235026984,22.6876608793082,2.26876608793082
233,Brooks,GA,0.00000000249118,0.000000119437284,20.8576448660178,2.08576448660178
234,Broome,NY,0.000000000025932,0.000000201112416,0.128942614315412,0.012894261431541
235,Broomfield,CO,0.000000000171723,0.000000010153921,16.9119987687953,1.69119987687953
236,Broward,FL,0.000000021401008,0.000000285536897,74.9500630116327,7.49500630116327
237,Brown,IN,0.000000000146435,0.000000085955106,1.70362358409931,0.170362358409931
238,Brown,MN,0.000000003254312,0.000000181362055,17.9437304190135,1.79437304190135
239,Brown,OH,0.000000000055342,0.000000133728935,0.413835214093314,0.041383521409331
240,Brown,SD,0.000000013351611,0.000000516733232,25.8384994702392,2.58384994702392
241,Brown,TX,0.000000000132584,0.000000234482407,0.565431522140382,0.056543152214038
242,Brown,WI,0.000000000037944,0.000000157369582,0.24111395878589,0.024111395878589
243,Brule,SD,0.000000000971467,0.000000246185167,3.94608444393858,0.394608444393858
244,Brunswick,NC,0.000000005501069,0.000000228319017,24.0937855181377,2.40937855181377
245,Brunswick,VA,0.000000000591635,0.000000147996306,3.99763160107279,0.399763160107279
246,Bryan,FL,0.000000000088505,0.000000114417507,0.773525604924094,0.077352560492409
247,Bryan,GA,0.000000001175996,0.000000114417507,10.2781145546855,1.02781145546855
248,Bryan,OK,0.000000000529477,0.000000234900124,2.25404997825995,0.225404997825995
249,Buchanan,IA,0.000000000447843,0.000000161060033,2.78059460677849,0.278059460677849
250,Buchanan,MO,0.000000000435758,0.000000109271083,3.98786584160619,0.398786584160619
251,Buckingham,VA,0.000000002535734,0.00000015226071,16.653897608756,1.6653897608756
252,Bucks,NJ,0.00000000001776,0.000000169867422,0.104554328856349,0.010455432885635
253,Bucks,PA,0.000000010671399,0.000000169867422,62.8219260362773,6.28219260362773
254,Buena Vista,IA,0.000000000541562,0.000000165286662,3.27650056792895,0.327650056792895
255,Buena Vista,VA,0.000000000000364,0.000000002070172,0.175891259366584,0.017589125936658
256,Buffalo,NE,0.000000000103537,0.000000270260243,0.38310143283064,0.038310143283064
257,Buffalo,SD,0.00000000001777,0.000000143204531,0.124087922374649,0.012408792237465
258,Buffalo,WI,0.00000000017008,0.000000206607013,0.823205246036837,0.082320524603684
259,Bullitt,KY,0.000000000130799,0.000000083382239,1.56867029871024,0.156867029871024
260,Bulloch,GA,0.000000000462493,0.000000171040387,2.70399649162127,0.270399649162127
261,Bullock,AL,0.000000003553576,0.000000155730434,22.818760757542,2.2818760757542
262,Buncombe,NC,0.000000003534838,0.00000017063561,20.7157088785038,2.07157088785038
263,Bureau,IL,0.000000000155057,0.000000245722681,0.631024337932297,0.06310243379323
264,Burke,GA,0.000000000694872,0.000000208861491,3.32695174202125,0.332695174202125
265,Burke,NC,0.000000000128568,0.000000131044532,0.981100980684744,0.098110098068474
266,Burke,ND,0.000000003508958,0.000000357819345,9.80650653428962,0.980650653428962
267,Burleigh,ND,0.000000008934324,0.000000519055833,17.212645166294,1.7212645166294
268,Burlington,NJ,0.00000000263759,0.000000226226459,11.6590680833431,1.16590680833431
269,Burnet,TX,0.000000001317907,0.000000246857608,5.33873299793675,0.533873299793674
270,Burnett,MN,0.000000000129206,0.000000265389569,0.486855861434934,0.048685586143493
271,Burnett,WI,0.000000002905134,0.000000265389569,10.9466782172788,1.09466782172788
272,Burt,IA,0.000000000085022,0.000000140701496,0.604268751273151,0.060426875127315
273,Burt,NE,0.000000002846907,0.000000140701496,20.2336639494412,2.02336639494412
274,Butler,IA,0.00000000271922,0.000000165569993,16.4233860892867,1.64233860892867
275,Butler,KS,0.000000003104795,0.000000383599987,8.09383540586951,0.809383540586951
276,Butler,KY,0.000000000019563,0.000000110769488,0.176609262582096,0.01766092625821
277,Butler,MO,0.00000000047861,0.000000178587057,2.6799814726334,0.26799814726334
278,Butler,NE,0.00000000035339,0.000000165562363,2.1344828147281,0.21344828147281
279,Butler,OH,0.000000001381563,0.000000127877115,10.8038363558046,1.08038363558046
280,Butler,PA,0.000000001141278,0.000000219857173,5.19099784828476,0.519099784828476
281,Butte,CA,0.000000010299585,0.000000455986221,22.5874916748833,2.25874916748833
282,Butte,ID,0.000000005410083,0.000000648442689,8.34319311956105,0.834319311956105
283,Butts,GA,0.000000000165297,0.000000045172782,3.65921847053623,0.365921847053623
284,Cabarrus,NC,0.000000000248473,0.000000093656077,2.6530355180474,0.26530355180474
285,Cache,UT,0.000000001349898,0.000000328593274,4.10811099261542,0.410811099261542
286,Caddo,LA,0.000000000246499,0.000000232084938,1.06210898270161,0.106210898270161
287,Caddo,OK,0.000000000165668,0.000000329345524,0.503023235027708,0.050302323502771
288,Calaveras,CA,0.000000003160577,0.000000277612617,11.3848457538462,1.13848457538462
289,Calcasieu,LA,0.000000001032498,0.000000265587861,3.88759360059491,0.388759360059491
290,Caldwell,LA,0.000000005125273,0.000000129336201,39.6275178177098,3.96275178177098
291,Caldwell,MO,0.000000000577422,0.000000116974529,4.93630550949931,0.493630550949931
292,Caldwell,NC,0.000000000650916,0.000000125772783,5.17533283253735,0.517533283253735
293,Caledonia,NH,0.000000000029608,0.000000195935393,0.151112407628049,0.015111240762805
294,Caledonia,VT,0.000000005585099,0.000000195935393,28.5048007715424,2.85048007715424
295,Calhoun,AL,0.000000000304639,0.000000152601513,1.99630567391725,0.199630567391725
296,Calhoun,AR,0.00000001226254,0.000000158479742,77.3760752210791,7.73760752210791
297,Calhoun,FL,0.00000000139963,0.000000141545746,9.88818356435677,0.988818356435677
298,Calhoun,GA,0.000000002308073,0.000000070481871,32.747043170608,3.2747043170608
299,Calhoun,IA,0.000000000237561,0.000000162008611,1.46634970106273,0.146634970106273
300,Calhoun,IL,0.000000000726254,0.000000078766574,9.22033812350716,0.922033812350716
301,Calhoun,MI,0.000000000665003,0.000000203345278,3.27031637715289,0.327031637715289
302,Calhoun,MS,0.000000000101829,0.000000148262495,0.686814212844924,0.068681421284492
303,Calhoun,SC,0.000000000046417,0.000000096524625,0.480877370214371,0.048087737021437
304,Calhoun,TX,0.000000005832802,0.000000218005338,26.7553180383256,2.67553180383256
305,Callahan,TX,0.000000000139498,0.000000223395085,0.624444506789198,0.06244445067892
306,Callaway,MO,0.00000000011407,0.000000224404073,0.508326328096403,0.05083263280964
307,Calloway,KY,0.000000000359666,0.000000106419102,3.37971637237268,0.337971637237268
308,Calumet,WI,0.000000000052455,0.00000011562495,0.453668918349224,0.045366891834922
309,Calvert,MD,0.000000004319733,0.000000065312505,66.1394483391704,6.61394483391705
310,Cambria,PA,0.000000000831576,0.000000192809778,4.31293291686164,0.431293291686164
311,Camden,GA,0.000000001638636,0.000000168740266,9.71099675835556,0.971099675835556
312,Camden,MO,0.000000000015732,0.000000180962856,0.086935223714553,0.008693522371455
313,Camden,NC,0.000000000318921,0.000000084180317,3.78854439442149,0.378854439442149
314,Camden,NJ,0.000000000066197,0.000000063500538,1.04246912377271,0.104246912377271
315,Cameron,LA,0.00000000570639,0.000000396137376,14.4050796563927,1.44050796563927
316,Cameron,PA,0.000000000127792,0.000000111196898,1.14924272143385,0.114924272143385
317,Cameron,TX,0.000000007910182,0.000000273265371,28.9468871595296,2.89468871595296
318,Campbell,KY,0.000000000057994,0.000000042008841,1.38052099641101,0.138052099641101
319,Campbell,SD,0.000000001028189,0.000000230719989,4.45643662330451,0.445643662330451
320,Campbell,TN,0.000000000010263,0.000000130149971,0.078851414849569,0.007885141484957
